benchmark,model,task,base_task,equation,matched,sa1_round,n_matched,n_located,max_steps,source,source_file
llm-srbench,opus-4-6,degen_all,degen_all,PO7,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO7.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO8,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO8.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO9,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO9.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO14.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO15.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO16.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO17,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO17.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO18,1,2,47,47,30,scan,logs/llm-srbench/degen_all/opus-4-6/PO18.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO19,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO19.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO20.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO21,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO21.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO22,1,3,2,2,30,scan,logs/llm-srbench/degen_all/opus-4-6/PO22.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO23.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO24,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO24.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO25,1,4,1,1,30,scan,logs/llm-srbench/degen_all/opus-4-6/PO25.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO26,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO26.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO27,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO27.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO28,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO28.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO29,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO29.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO30.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO31,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO31.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO32,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO32.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO33,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO33.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO34,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO34.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO35.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO36,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO36.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO37.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO38.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO39,1,26,1,1,30,scan,logs/llm-srbench/degen_all/opus-4-6/PO39.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO40.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO41.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO42.txt
llm-srbench,opus-4-6,degen_all,degen_all,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_all/opus-4-6/PO43.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO10,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO10.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO11,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO11.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO12,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO12.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO13.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO14.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO15.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO16.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO17,1,2,19,19,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO17.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO18,1,1,50,50,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO18.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO19,1,9,42,42,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO19.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO20.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO21,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO21.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO22,1,2,60,60,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO22.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO23.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO24,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO24.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO25,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO25.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO26,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO26.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO27,1,9,23,23,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO27.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO28,1,14,61,61,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO28.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO29,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO29.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO30.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO31,1,20,58,58,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO31.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO32,1,9,48,48,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO32.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO33,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO33.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO34,1,13,57,57,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO34.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO35.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO36,1,6,52,52,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO36.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO37.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO38.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO39,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO39.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO40.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO41.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO42.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO43.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO9,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO9.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK21,1,2,2,2,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK21.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK22,1,5,63,63,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK22.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK23,1,2,33,33,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK23.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK24,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK24.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK25,1,1,9,9,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK25.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK26,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK26.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK27,1,2,55,55,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK27.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK28,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK28.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK29,1,20,12,12,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK29.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK30,1,3,3,3,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK30.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK31,1,2,20,17,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK31.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK32,1,1,56,56,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK32.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK33,1,3,2,2,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK33.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK34,1,1,55,55,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK34.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK35,1,1,52,52,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK35.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci0,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci0.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci10.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci11,1,3,45,45,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci11.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci12.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci13.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci14,1,4,2,2,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci14.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci16.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci18,1,2,1,1,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci18.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci19,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci19.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci1,1,11,1,1,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci1.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci20.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci21.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci22,1,2,38,38,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci22.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci23.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci24.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci25,1,11,20,20,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci25.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci28.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci2,1,1,5,5,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci2.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci3,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci3.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci4,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci4.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci5,1,6,1,1,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci5.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci6,1,1,6,6,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci6.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci7,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci7.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci8,1,1,19,19,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci8.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,MatSci9,1,2,10,10,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/MatSci9.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO0.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO1,1,1,51,51,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO1.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO2,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO2.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO3,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO3.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO4,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO4.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO5,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/PO5.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO6,1,1,52,52,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO6.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO7,1,4,52,52,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO7.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,PO8,1,1,62,62,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/PO8.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG0,1,0,65,65,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG0.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG10,1,0,77,77,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG10.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG11,1,2,49,49,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG11.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG12,1,0,42,42,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG12.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG13.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG14,1,2,57,57,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG14.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG15,1,2,50,50,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG15.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG16,1,1,49,49,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG16.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG17,1,1,25,25,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG17.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG18,1,1,54,54,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG18.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG19,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG19.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG1,1,1,15,15,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG1.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG20.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG21,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG21.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG22,1,4,54,54,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG22.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG23,1,2,41,41,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG23.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG2,1,2,29,29,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG2.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG3.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG4,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG4.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG5,1,1,40,40,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG5.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG6,1,1,37,37,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG6.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG7,1,1,47,47,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG7.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG8,1,1,40,40,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG8.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,BPG9,1,2,22,22,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/BPG9.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK0,1,3,2,2,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK0.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK10,1,2,4,4,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK10.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK11,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK11.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK12,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK12.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK13,1,1,41,41,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK13.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK14,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK14.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK15,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK15.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK16,1,1,49,49,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK16.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK17,1,1,57,57,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK17.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK18,1,1,41,41,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK18.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK19,1,4,2,2,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK19.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK1,1,1,1,1,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK1.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK20,1,2,10,10,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK20.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK2,1,0,4,4,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK2.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK3,1,3,4,4,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK3.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK4,1,5,53,53,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK4.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK5,1,2,52,52,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK5.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK6,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK6.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK7,1,12,33,33,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK7.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK8,1,1,10,10,30,scan,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK8.txt
llm-srbench,gpt-5-2,degen_mutator2,degen_mutator2,CRK9,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/gpt-5-2/CRK9.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO36,1,1,55,55,30,scan,logs/llm-srbench/degen_mutator2/opus-4-6/PO36.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/opus-4-6/PO37.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/opus-4-6/PO38.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO39,1,3,36,36,30,scan,logs/llm-srbench/degen_mutator2/opus-4-6/PO39.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO40,1,5,50,50,30,scan,logs/llm-srbench/degen_mutator2/opus-4-6/PO40.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO41,1,17,63,63,30,scan,logs/llm-srbench/degen_mutator2/opus-4-6/PO41.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/opus-4-6/PO42.txt
llm-srbench,opus-4-6,degen_mutator2,degen_mutator2,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_mutator2/opus-4-6/PO43.txt
